Group (L0),Level,Is Basic,New Primary Hierarchy,New Primary Category,New Display Name,Basic Level Category,Old Primary Hierarchy,Old Primary Category,Added,Renamed,Removed,Redirect To
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_recreation_club > go_kart_club,go_kart_club,Go Kart Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > go_kart_club,go_kart_club,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_recreation_club > golf_club,golf_club,Golf Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > golf_club,golf_club,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_recreation_club > golf_club > indoor_golf_center,indoor_golf_center,Indoor Golf Center,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > golf_club > indoor_golf_center,indoor_golf_center,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_recreation_club > gymnastics_club,gymnastics_club,Gymnastics Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > gymnastics_club,gymnastics_club,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_recreation_club > hockey_club,hockey_club,Hockey Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > hockey_club,hockey_club,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_recreation_club > hockey_club > field_hockey_club,field_hockey_club,Field Hockey Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > hockey_club > field_hockey_club,field_hockey_club,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_recreation_club > hockey_club > ice_hockey_club,ice_hockey_club,Ice Hockey Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > hockey_club > ice_hockey_club,ice_hockey_club,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_recreation_club > hockey_club > roller_hockey_club,roller_hockey_club,Roller Hockey Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > hockey_club > roller_hockey_club,roller_hockey_club,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_recreation_club > hockey_club > street_hockey_club,street_hockey_club,Street Hockey Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > hockey_club > street_hockey_club,street_hockey_club,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_recreation_club > lacrosse_club,lacrosse_club,Lacrosse Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > lacrosse_club,lacrosse_club,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_recreation_club > lawn_bowling_club,lawn_bowling_club,Lawn Bowling Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > lawn_bowling_club,lawn_bowling_club,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_recreation_club > martial_arts_club,martial_arts_club,Martial Arts Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > martial_arts_club,martial_arts_club,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_recreation_club > martial_arts_club > brazilian_jiu_jitsu_club,brazilian_jiu_jitsu_club,Brazilian Jiu Jitsu Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > martial_arts_club > brazilian_jiu_jitsu_club,brazilian_jiu_jitsu_club,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_recreation_club > martial_arts_club > chinese_martial_arts_club,chinese_martial_arts_club,Chinese Martial Arts Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > martial_arts_club > chinese_martial_arts_club,chinese_martial_arts_club,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_recreation_club > martial_arts_club > karate_club,karate_club,Karate Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > martial_arts_club > karate_club,karate_club,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_recreation_club > martial_arts_club > kickboxing_club,kickboxing_club,Kickboxing Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > martial_arts_club > kickboxing_club,kickboxing_club,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_recreation_club > martial_arts_club > muay_thai_club,muay_thai_club,Muay Thai Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > martial_arts_club > muay_thai_club,muay_thai_club,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_recreation_club > martial_arts_club > taekwondo_club,taekwondo_club,Taekwondo Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > martial_arts_club > taekwondo_club,taekwondo_club,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_recreation_club > naturist_club,naturist_club,Naturist Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > naturist_club,naturist_club,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_recreation_club > paddle_tennis_club,paddle_tennis_club,Paddle Tennis Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > paddle_tennis_club,paddle_tennis_club,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_recreation_club > pickleball_club,pickleball_club,Pickleball Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > pickleball_club,pickleball_club,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_recreation_club > rowing_club,rowing_club,Rowing Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > rowing_club,rowing_club,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_recreation_club > running_and_track_club,running_and_track_club,Running and Track Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > running_and_track_club,running_and_track_club,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_recreation_club > running_and_track_club > running_club,running_club,Running Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > running_and_track_club > running_club,running_club,,,,
sports_and_recreation,3,FALSE,sports_and_recreation > sport_or_recreation_club > running_and_track_club > track_and_field_club,track_and_field_club,Track and Field Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > running_and_track_club > track_and_field_club,track_and_field_club,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_recreation_club > sailing_club,sailing_club,Sailing Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > sailing_club,sailing_club,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_recreation_club > soccer_club,soccer_club,Soccer Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > soccer_club,soccer_club,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_recreation_club > surf_lifesaving_club,surf_lifesaving_club,Surf Lifesaving Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > surf_lifesaving_club,surf_lifesaving_club,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_recreation_club > table_tennis_club,table_tennis_club,Table Tennis Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > table_tennis_club,table_tennis_club,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_or_recreation_club > volleyball_club,volleyball_club,Volleyball Club,sport_or_recreation_club,sports_and_recreation > sports_club_and_league > volleyball_club,volleyball_club,,,,
sports_and_recreation,1,TRUE,sports_and_recreation > sport_team,sport_team,Sport Team,sport_team,,,TRUE,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_team > amateur_sport_team,amateur_sport_team,Amateur Sport Team,sport_team,sports_and_recreation > sports_club_and_league > amateur_sports_team,amateur_sports_team,,TRUE,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_team > esports_team,esports_team,Esports Team,sport_team,sports_and_recreation > sports_club_and_league > esports_team,esports_team,,,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_team > professional_sport_team,professional_sport_team,Professional Sport Team,sport_team,sports_and_recreation > sports_club_and_league > professional_sports_team,professional_sports_team,,TRUE,,
sports_and_recreation,2,FALSE,sports_and_recreation > sport_team > school_sport_team,school_sport_team,School Sport Team,sport_team,sports_and_recreation > sports_club_and_league > school_sports_team,school_sports_team,,TRUE,,
sports_and_recreation,1,FALSE,sports_and_recreation > sports_and_fitness_instruction,sports_and_fitness_instruction,Sports and Fitness Instruction,sport_or_fitness_facility,sports_and_recreation > sports_and_fitness_instruction,sports_and_fitness_instruction,,,TRUE,sport_or_fitness_facility
travel_and_transportation,0,FALSE,travel_and_transportation,travel_and_transportation,Travel and Transportation,,travel_and_transportation,travel_and_transportation,,,,
travel_and_transportation,1,TRUE,travel_and_transportation > air_transport_facility_or_service,air_transport_facility_or_service,Air Transport Facility,air_transport_facility_or_service,,,,,,
travel_and_transportation,2,FALSE,travel_and_transportation > air_transport_facility_or_service > aircraft_parts_and_supplies,aircraft_parts_and_supplies,Aircraft Parts and Supplies,air_transport_facility_or_service,travel_and_transportation > aircraft_and_air_transport > aircraft_parts_and_supplies,aircraft_parts_and_supplies,,,,
travel_and_transportation,3,FALSE,travel_and_transportation > air_transport_facility_or_service > aircraft_parts_and_supplies > avionics_shop,avionics_shop,Avionics Shop,air_transport_facility_or_service,travel_and_transportation > aircraft_and_air_transport > aircraft_parts_and_supplies > avionics_shop,avionics_shop,,,,
travel_and_transportation,2,FALSE,travel_and_transportation > air_transport_facility_or_service > airline,airline,Airline,air_transport_facility_or_service,travel_and_transportation > aircraft_and_air_transport > airline,airline,,,,
travel_and_transportation,2,FALSE,travel_and_transportation > air_transport_facility_or_service > airline_ticket_agency,airline_ticket_agency,Airline Ticket Agency,air_transport_facility_or_service,travel_and_transportation > aircraft_and_air_transport > airline_ticket_agency,airline_ticket_agency,,,,
travel_and_transportation,2,TRUE,travel_and_transportation > air_transport_facility_or_service > airport,airport,Airport,airport,travel_and_transportation > aircraft_and_air_transport > airport,airport,,,,
travel_and_transportation,3,FALSE,travel_and_transportation > air_transport_facility_or_service > airport > airport_terminal,airport_terminal,Airport Terminal,airport,travel_and_transportation > aircraft_and_air_transport > airport > airport_terminal,airport_terminal,,,,
travel_and_transportation,3,FALSE,travel_and_transportation > air_transport_facility_or_service > airport > balloon_port,balloon_port,Balloon Port,airport,travel_and_transportation > aircraft_and_air_transport > airport > balloon_port,balloon_port,,,,
travel_and_transportation,3,FALSE,travel_and_transportation > air_transport_facility_or_service > airport > glider_port,glider_port,Glider Port,airport,travel_and_transportation > aircraft_and_air_transport > airport > gliderport,gliderport,,TRUE,,
travel_and_transportation,3,FALSE,travel_and_transportation > air_transport_facility_or_service > airport > heliport,heliport,Heliport,airport,travel_and_transportation > aircraft_and_air_transport > airport > heliport,heliport,,,,
travel_and_transportation,3,FALSE,travel_and_transportation > air_transport_facility_or_service > airport > seaplane_base,seaplane_base,Seaplane Base,airport,travel_and_transportation > aircraft_and_air_transport > airport > seaplane_base,seaplane_base,,,,
travel_and_transportation,3,FALSE,travel_and_transportation > air_transport_facility_or_service > airport > ultralight_airport,ultralight_airport,Ultralight Airport,airport,travel_and_transportation > aircraft_and_air_transport > airport > ultralight_airport,ultralight_airport,,,,
travel_and_transportation,2,FALSE,travel_and_transportation > air_transport_facility_or_service > airport_shuttle,airport_shuttle,Airport Shuttle,air_transport_facility_or_service,travel_and_transportation > aircraft_and_air_transport > airport_shuttle,airport_shuttle,,,,
travel_and_transportation,2,FALSE,travel_and_transportation > air_transport_facility_or_service > private_jet_charter,private_jet_charter,Private Jet Charter,air_transport_facility_or_service,travel_and_transportation > aircraft_and_air_transport > private_jet_charter,private_jet_charter,,,,
travel_and_transportation,1,FALSE,travel_and_transportation > aircraft_and_air_transport,aircraft_and_air_transport,Aircraft and Air Transport,air_transport_facility_or_service,travel_and_transportation > aircraft_and_air_transport,aircraft_and_air_transport,,,TRUE,air_transport_facility_or_service
travel_and_transportation,1,TRUE,travel_and_transportation > fueling_station,fueling_station,Fueling Station,fueling_station,travel_and_transportation > automotive_and_ground_transport > fueling_station,fueling_station,,,,
travel_and_transportation,2,TRUE,travel_and_transportation > fueling_station > ev_charging_station,ev_charging_station,EV Charging Station,ev_charging_station,travel_and_transportation > automotive_and_ground_transport > fueling_station > ev_charging_station,ev_charging_station,,,,
travel_and_transportation,2,TRUE,travel_and_transportation > fueling_station > gas_station,gas_station,Gas Station,gas_station,travel_and_transportation > automotive_and_ground_transport > fueling_station > gas_station,gas_station,,,,
