New Primary Category,New Primary Hierarchy,Basic Level Category,Old Primary Category,Old Primary Hierarchy
tai_chi_studio,sports_and_recreation > sports_and_fitness_instruction > tai_chi_studio,fitness_studio,tai_chi_studio,active_life > sports_and_fitness_instruction > tai_chi_studio
yoga_studio,sports_and_recreation > sports_and_fitness_instruction > yoga_studio,fitness_studio,yoga_studio,active_life > sports_and_fitness_instruction > yoga_studio
yoga_studio,sports_and_recreation > sports_and_fitness_instruction > yoga_studio,fitness_studio,yoga_instructor,active_life > sports_and_fitness_instruction > yoga_instructor
sports_and_recreation_rental_and_service,sports_and_recreation > sports_and_recreation_rental_and_service,recreational_equipment_rental_service,sports_and_recreation_rental_and_services,active_life > sports_and_recreation_rental_and_services
atv_rental_tour,sports_and_recreation > sports_and_recreation_rental_and_service > atv_rental_tour,recreational_equipment_rental_service,atv_rentals_and_tours,attractions_and_activities > atv_rentals_and_tours
beach_equipment_rental,sports_and_recreation > sports_and_recreation_rental_and_service > beach_equipment_rental,water_sport_equipment_rental_service,beach_equipment_rentals,active_life > sports_and_recreation_rental_and_services > beach_equipment_rentals
bike_rental,sports_and_recreation > sports_and_recreation_rental_and_service > bike_rental,bicycle_rental_service,bike_rentals,active_life > sports_and_recreation_rental_and_services > bike_rentals
boat_hire_service,sports_and_recreation > sports_and_recreation_rental_and_service > boat_hire_service,water_sport_equipment_rental_service,,
canoe_and_kayak_hire_service,sports_and_recreation > sports_and_recreation_rental_and_service > boat_hire_service > canoe_and_kayak_hire_service,water_sport_equipment_rental_service,canoe_and_kayak_hire_service,active_life > sports_and_recreation_rental_and_services > boat_hire_service > canoe_and_kayak_hire_service
boat_rental_and_training,sports_and_recreation > sports_and_recreation_rental_and_service > boat_rental_and_training,water_sport_equipment_rental_service,boat_rental_and_training,attractions_and_activities > boat_rental_and_training
horseback_riding_service,sports_and_recreation > sports_and_recreation_rental_and_service > horseback_riding_service,sport_fitness_facility,horseback_riding_service,attractions_and_activities > horseback_riding_service
jet_skis_rental,sports_and_recreation > sports_and_recreation_rental_and_service > jet_skis_rental,water_sport_equipment_rental_service,jet_skis_rental,attractions_and_activities > jet_skis_rental
paddleboard_rental,sports_and_recreation > sports_and_recreation_rental_and_service > paddleboard_rental,water_sport_equipment_rental_service,paddleboard_rental,attractions_and_activities > paddleboard_rental
parasailing_ride_service,sports_and_recreation > sports_and_recreation_rental_and_service > parasailing_ride_service,sport_fitness_facility,parasailing_ride_service,attractions_and_activities > parasailing_ride_service
scooter_rental,sports_and_recreation > sports_and_recreation_rental_and_service > scooter_rental,scooter_rental_service,scooter_rental,active_life > sports_and_recreation_rental_and_services > scooter_rental
sledding_rental,sports_and_recreation > sports_and_recreation_rental_and_service > sledding_rental,winter_sport_equipment_rental_service,sledding_rental,attractions_and_activities > sledding_rental
snorkeling_equipment_rental,sports_and_recreation > sports_and_recreation_rental_and_service > snorkeling_equipment_rental,water_sport_equipment_rental_service,snorkeling_equipment_rental,attractions_and_activities > snorkeling_equipment_rental
sport_equipment_rental,sports_and_recreation > sports_and_recreation_rental_and_service > sport_equipment_rental,water_sport_equipment_rental_service,sport_equipment_rentals,active_life > sports_and_recreation_rental_and_services > sport_equipment_rentals
sports_and_recreation_venue,sports_and_recreation > sports_and_recreation_venue,sport_fitness_facility,sports_and_recreation_venue,active_life > sports_and_recreation_venue
sports_and_recreation_venue,sports_and_recreation > sports_and_recreation_venue,sport_fitness_facility,zorbing_center,active_life > sports_and_recreation_venue > zorbing_center
adventure_sports_center,sports_and_recreation > sports_and_recreation_venue > adventure_sports_center,sport_fitness_facility,adventure_sports_center,active_life > sports_and_recreation_venue > adventure_sports_center
airsoft_field,sports_and_recreation > sports_and_recreation_venue > airsoft_field,sport_field,airsoft_fields,active_life > sports_and_recreation_venue > airsoft_fields
american_football_field,sports_and_recreation > sports_and_recreation_venue > american_football_field,sport_field,american_football_field,active_life > sports_and_recreation_venue > american_football_field
archery_range,sports_and_recreation > sports_and_recreation_venue > archery_range,shooting_range,archery_range,active_life > sports_and_recreation_venue > archery_range
atv_recreation_park,sports_and_recreation > sports_and_recreation_venue > atv_recreation_park,sport_fitness_facility,atv_recreation_park,active_life > sports_and_recreation_venue > atv_recreation_park
badminton_court,sports_and_recreation > sports_and_recreation_venue > badminton_court,sport_court,badminton_court,active_life > sports_and_recreation_venue > badminton_court
baseball_field,sports_and_recreation > sports_and_recreation_venue > baseball_field,sport_field,baseball_field,active_life > sports_and_recreation_venue > baseball_field
basketball_court,sports_and_recreation > sports_and_recreation_venue > basketball_court,sport_court,basketball_court,active_life > sports_and_recreation_venue > basketball_court
batting_cage,sports_and_recreation > sports_and_recreation_venue > batting_cage,sport_fitness_facility,batting_cage,active_life > sports_and_recreation_venue > batting_cage
beach_volleyball_court,sports_and_recreation > sports_and_recreation_venue > beach_volleyball_court,sport_court,beach_volleyball_court,active_life > sports_and_recreation_venue > beach_volleyball_court
bike_path,sports_and_recreation > sports_and_recreation_venue > bike_path,bicycle_path,bicycle_path,active_life > sports_and_recreation_venue > bicycle_path
bocce_ball_court,sports_and_recreation > sports_and_recreation_venue > bocce_ball_court,sport_court,bocce_ball_court,active_life > sports_and_recreation_venue > bocce_ball_court
bowling_alley,sports_and_recreation > sports_and_recreation_venue > bowling_alley,bowling_alley,bowling_alley,active_life > sports_and_recreation_venue > bowling_alley
curling_center,sports_and_recreation > sports_and_recreation_venue > curling_center,sport_fitness_facility,,
disc_golf_course,sports_and_recreation > sports_and_recreation_venue > disc_golf_course,sport_field,disc_golf_course,active_life > sports_and_recreation_venue > disc_golf_course
diving_center,sports_and_recreation > sports_and_recreation_venue > diving_center,sport_fitness_facility,diving_center,active_life > sports_and_recreation_venue > diving_center
free_diving_center,sports_and_recreation > sports_and_recreation_venue > diving_center > free_diving_center,sport_fitness_facility,free_diving_center,active_life > sports_and_recreation_venue > diving_center > free_diving_center
scuba_diving_center,sports_and_recreation > sports_and_recreation_venue > diving_center > scuba_diving_center,sport_fitness_facility,scuba_diving_center,active_life > sports_and_recreation_venue > diving_center > scuba_diving_center
flyboarding_center,sports_and_recreation > sports_and_recreation_venue > flyboarding_center,sport_fitness_facility,flyboarding_center,active_life > sports_and_recreation_venue > flyboarding_center
flyboarding_rental,sports_and_recreation > sports_and_recreation_venue > flyboarding_rental,sport_fitness_facility,flyboarding_rental,attractions_and_activities > flyboarding_rental
futsal_field,sports_and_recreation > sports_and_recreation_venue > futsal_field,sport_field,futsal_field,active_life > sports_and_recreation_venue > futsal_field
golf_course,sports_and_recreation > sports_and_recreation_venue > golf_course,golf_course,golf_course,active_life > sports_and_recreation_venue > golf_course
driving_range,sports_and_recreation > sports_and_recreation_venue > golf_course > driving_range,sport_fitness_facility,driving_range,active_life > sports_and_recreation_venue > golf_course > driving_range
gym,sports_and_recreation > sports_and_recreation_venue > gym,gym,gym,active_life > sports_and_recreation_venue > gym
cycle_studio,sports_and_recreation > sports_and_recreation_venue > gym > cycle_studio,sport_fitness_facility,,
gymnastics_center,sports_and_recreation > sports_and_recreation_venue > gymnastics_center,sport_fitness_facility,gymnastics_center,active_life > sports_and_recreation_venue > gymnastics_center
handball_court,sports_and_recreation > sports_and_recreation_venue > handball_court,sport_court,handball_court,active_life > sports_and_recreation_venue > handball_court
hang_gliding_center,sports_and_recreation > sports_and_recreation_venue > hang_gliding_center,sport_fitness_facility,hang_gliding_center,active_life > sports_and_recreation_venue > hang_gliding_center
hockey_field,sports_and_recreation > sports_and_recreation_venue > hockey_field,sport_field,hockey_field,active_life > sports_and_recreation_venue > hockey_field
field_hockey_pitch,sports_and_recreation > sports_and_recreation_venue > hockey_field > field_hockey_pitch,sport_field,,
street_hockey_court,sports_and_recreation > sports_and_recreation_venue > hockey_field > street_hockey_court,sport_court,,
hockey_rink,sports_and_recreation > sports_and_recreation_venue > hockey_rink,sport_fitness_facility,,
ice_hockey_rink,sports_and_recreation > sports_and_recreation_venue > hockey_rink > ice_hockey_rink,sport_fitness_facility,,
roller_hockey_rink,sports_and_recreation > sports_and_recreation_venue > hockey_rink > roller_hockey_rink,sport_fitness_facility,,
horse_riding,sports_and_recreation > sports_and_recreation_venue > horse_riding,equestrian_facility,horse_riding,active_life > sports_and_recreation_venue > horse_riding
equestrian_facility,sports_and_recreation > sports_and_recreation_venue > horse_riding > equestrian_facility,equestrian_facility,equestrian_facility,active_life > sports_and_recreation_venue > horse_riding > equestrian_facility
kiteboarding,sports_and_recreation > sports_and_recreation_venue > kiteboarding,sport_fitness_facility,kiteboarding,active_life > sports_and_recreation_venue > kiteboarding
lacrosse_field,sports_and_recreation > sports_and_recreation_venue > lacrosse_field,sport_field,,
